StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,Archetype
401,Female,Mumbai,Tier2,Civil,AI,Yes,Yes,5.52,5.87,5.49,4.82,5.63,5.74,5.83,5.42,5.69,69.0,2,1,2,2,1,63.5,3.6,38.5,60.2,1,Low,Average
402,Male,Jaipur,Tier2,Mechanical,Embedded,No,No,7.05,6.53,5.85,6.3,7.04,6.47,6.04,5.78,6.12,77.6,1,2,1,3,0,68.1,3.3,67.5,27.7,1,Low,Specialist
403,Male,Pune,Tier3,EE,DataScience,No,No,5.68,5.97,5.99,5.69,6.01,4.63,5.96,5.82,5.73,56.4,1,1,1,1,0,54.6,3.0,60.0,43.1,1,Low,Below-Average
404,Female,Ahmedabad,Tier1,Mechanical,AI,No,No,9.2,8.5,9.44,9.01,9.28,8.94,8.89,9.71,9.1,85.8,3,5,3,2,0,86.9,4.4,96.6,85.2,0,High,High-Achiever
405,Male,Delhi,Tier2,ECE,Networking,No,No,6.91,7.74,6.91,6.89,7.21,7.55,6.96,7.6,7.26,87.6,3,3,0,0,1,51.6,3.0,85.7,74.5,0,Mid,Specialist
406,Female,Pune,Tier3,IT,DataScience,Yes,No,6.84,7.18,6.43,6.2,6.9,6.66,6.89,6.06,6.6,63.5,1,1,1,0,0,57.7,2.9,33.8,25.1,0,Mid,Below-Average
407,Female,Kolkata,Tier1,Civil,AI,No,No,8.19,7.74,7.71,7.59,7.82,8.16,7.63,7.98,8.0,89.7,2,4,1,2,1,91.1,4.3,79.9,72.4,0,High,High-Achiever
408,Female,Kochi,Tier3,ECE,DataScience,Yes,Yes,5.49,5.63,5.38,5.5,4.95,5.38,5.14,5.67,5.25,56.3,1,1,1,0,1,45.7,1.3,50.7,35.5,0,Low,Below-Average
409,Female,Bangalore,Tier1,Mechanical,AI,Yes,No,8.54,8.67,7.67,8.82,8.95,8.82,8.67,8.46,8.74,85.0,2,3,3,3,2,80.2,4.5,78.4,79.0,0,High,High-Achiever
410,Male,Bangalore,Tier2,EE,DataScience,Yes,No,8.56,7.97,7.98,8.08,8.31,7.91,8.07,7.3,8.03,50.3,1,5,3,2,1,54.8,3.3,86.9,40.4,0,High,Specialist
411,Female,Kochi,Tier3,CS,DataScience,Yes,Yes,7.23,6.27,6.58,6.28,6.35,6.51,6.85,6.9,6.54,69.7,0,1,0,2,0,44.9,3.1,41.9,60.8,1,Mid,Below-Average
412,Female,Jaipur,Tier3,Civil,Networking,No,Yes,6.07,5.95,5.8,6.61,6.42,5.61,6.41,6.56,6.28,64.5,0,1,1,1,0,63.4,2.0,36.3,44.4,0,Low,Below-Average
413,Male,Jaipur,Tier1,CS,AI,Yes,No,9.0,8.78,7.52,8.13,8.4,8.65,7.98,8.29,8.31,87.1,3,4,3,5,2,74.0,4.1,78.3,77.1,1,High,High-Achiever
414,Male,Jaipur,Tier3,ECE,DataScience,No,Yes,5.12,5.42,5.08,4.6,4.41,4.98,4.68,4.82,4.88,58.6,0,1,1,1,0,39.5,2.1,44.9,59.9,0,Low,Below-Average
415,Male,Kolkata,Tier1,Mechanical,Embedded,Yes,No,9.4,8.46,8.95,8.7,9.23,9.03,9.33,9.13,8.89,91.7,1,5,2,4,2,89.7,4.5,75.2,77.9,1,High,High-Achiever
416,Female,Bangalore,Tier1,EE,AI,No,No,8.23,7.68,7.71,8.18,7.89,8.26,8.52,7.66,7.95,80.2,1,3,2,3,1,83.7,3.6,85.2,80.8,1,Mid,High-Achiever
417,Male,Jaipur,Tier1,Mechanical,AI,No,No,8.61,8.14,8.27,8.65,8.02,8.22,8.53,7.9,8.38,85.1,4,4,1,2,1,92.7,3.8,78.7,72.7,1,High,High-Achiever
418,Female,Chennai,Tier3,Civil,AI,No,Yes,5.58,6.12,5.03,4.47,5.64,5.4,5.58,5.04,5.42,48.6,1,1,0,1,0,43.9,3.1,43.3,30.3,1,Low,Below-Average
419,Female,Kochi,Tier1,Mechanical,DataScience,No,No,9.1,8.58,8.78,9.16,9.58,9.9,9.3,9.67,9.3,96.9,2,4,1,3,1,80.8,3.9,91.7,73.7,0,High,High-Achiever
420,Male,Kolkata,Tier2,IT,Embedded,No,No,5.56,5.59,5.83,5.88,5.64,5.78,5.64,5.47,5.72,77.9,1,2,2,1,0,53.4,2.6,83.7,81.2,0,Low,Specialist
421,Female,Jaipur,Tier3,CS,Embedded,Yes,Yes,4.04,4.0,4.0,4.0,4.21,4.26,4.01,4.0,4.0,40.0,1,1,0,0,0,49.3,3.3,51.2,50.3,0,Low,Below-Average
422,Male,Bangalore,Tier1,Mechanical,DataScience,Yes,Yes,8.95,8.25,8.79,8.96,8.89,9.13,8.72,8.56,8.75,80.4,3,4,3,3,2,69.4,4.6,69.5,79.9,1,High,High-Achiever
423,Male,Pune,Tier1,IT,Embedded,No,No,8.3,8.22,8.4,8.03,8.79,8.59,7.64,8.37,8.15,87.3,0,4,3,2,2,84.1,4.5,78.7,71.2,0,High,High-Achiever
424,Male,Kochi,Tier1,EE,Networking,No,No,8.47,8.41,8.05,7.66,8.69,8.65,8.5,8.24,8.52,85.6,4,3,3,2,1,81.9,4.5,82.2,84.4,1,High,High-Achiever
425,Female,Hyderabad,Tier2,EE,Networking,Yes,No,7.46,6.14,7.05,7.65,7.06,6.92,6.13,6.93,6.95,64.4,0,3,2,1,1,64.5,3.4,77.3,51.1,1,Mid,Average
426,Male,Jaipur,Tier3,CS,DataScience,Yes,No,5.48,5.18,5.49,5.45,5.06,5.04,5.53,5.06,5.31,79.4,0,2,1,1,0,44.5,2.7,22.4,28.3,0,Low,Below-Average
427,Male,Pune,Tier1,ECE,AI,Yes,No,9.08,9.85,8.8,8.94,9.05,8.95,8.98,9.26,8.9,89.6,1,3,2,2,1,74.6,3.9,81.3,74.1,1,High,High-Achiever
428,Female,Bangalore,Tier3,Civil,Networking,No,No,4.47,4.0,4.14,4.28,4.76,4.57,4.72,4.22,4.43,64.7,0,1,1,1,0,54.5,2.9,56.6,63.5,1,Low,Below-Average
429,Female,Ahmedabad,Tier1,IT,Networking,Yes,No,8.19,7.91,8.16,7.96,8.69,8.18,7.83,8.25,8.24,84.5,2,4,2,3,2,73.0,4.0,76.5,91.3,1,High,High-Achiever
430,Male,Delhi,Tier3,Mechanical,AI,No,Yes,5.59,6.34,5.9,5.92,5.88,6.14,6.18,5.8,5.98,67.2,0,1,1,1,0,52.6,2.5,39.9,39.5,0,Low,Below-Average
431,Female,Bangalore,Tier2,Mechanical,Embedded,No,No,5.62,5.29,5.28,5.1,5.88,5.29,5.55,5.57,5.51,66.6,1,1,3,1,0,80.7,3.6,87.7,46.9,0,Low,Specialist
432,Female,Bangalore,Tier3,ECE,Networking,No,Yes,4.51,4.92,4.07,4.99,4.19,4.6,4.25,4.49,4.37,57.2,1,1,0,0,1,61.4,3.5,43.8,27.6,1,Low,Below-Average
433,Male,Hyderabad,Tier3,Mechanical,Embedded,No,Yes,6.07,5.49,5.73,6.27,5.48,6.32,5.82,5.94,5.97,66.1,0,1,0,0,0,34.5,3.0,57.7,44.8,0,Low,Below-Average
434,Female,Jaipur,Tier3,EE,DataScience,Yes,No,6.09,6.81,6.41,6.38,6.85,6.9,5.93,5.71,6.29,43.7,0,0,1,1,0,43.2,3.9,46.5,45.6,1,Low,Below-Average
435,Female,Kochi,Tier1,EE,AI,Yes,No,8.41,8.78,8.8,8.36,8.08,8.13,8.73,8.47,8.48,96.0,2,4,3,4,1,82.5,3.9,91.3,83.5,1,High,High-Achiever
436,Male,Jaipur,Tier1,ECE,Networking,Yes,No,7.38,7.41,7.8,6.9,7.8,7.5,7.47,7.18,7.52,88.9,2,4,4,3,2,79.6,3.5,79.5,84.4,0,Mid,High-Achiever
437,Female,Jaipur,Tier1,Civil,Embedded,No,No,8.43,8.44,8.71,9.48,8.79,8.87,8.95,8.78,8.85,94.4,2,4,3,4,2,71.6,4.5,76.8,76.6,0,High,High-Achiever
438,Male,Hyderabad,Tier2,IT,Networking,Yes,No,6.14,5.69,6.2,5.77,5.91,6.29,5.93,6.42,6.0,66.4,0,3,2,3,0,68.1,3.1,58.0,66.4,1,Low,Average
439,Male,Pune,Tier3,EE,AI,No,Yes,6.16,4.99,5.35,5.68,5.96,5.49,6.53,5.71,5.72,50.8,1,1,2,1,0,47.9,2.6,30.4,37.0,1,Low,Below-Average
440,Male,Kolkata,Tier2,Civil,Embedded,Yes,No,6.78,6.6,6.71,6.15,6.11,7.03,6.64,6.1,6.47,65.7,2,1,3,3,1,80.3,2.6,64.4,66.3,0,Low,Average
441,Male,Jaipur,Tier3,Mechanical,DataScience,No,Yes,5.2,4.83,4.58,4.16,4.83,4.73,4.93,4.96,4.69,62.5,0,0,1,1,0,45.7,2.3,38.1,38.9,1,Low,Below-Average
442,Male,Hyderabad,Tier1,EE,DataScience,Yes,No,8.17,8.37,9.23,8.29,8.45,7.73,7.98,7.99,8.28,88.3,2,4,1,4,2,87.0,3.6,77.3,81.2,1,High,High-Achiever
443,Female,Mumbai,Tier3,CS,AI,No,No,5.53,5.38,4.67,5.16,6.27,5.68,5.78,5.44,5.37,55.4,0,1,1,1,0,36.6,2.5,47.0,47.8,1,Low,Below-Average
444,Female,Hyderabad,Tier1,ECE,DataScience,No,Yes,7.82,8.81,8.83,8.66,7.65,8.02,7.9,8.42,8.18,82.9,2,4,3,1,1,73.8,4.0,74.0,78.5,0,High,High-Achiever
445,Female,Chennai,Tier1,ECE,AI,No,No,8.79,8.77,9.03,8.83,8.16,8.49,8.61,8.5,8.79,81.7,2,3,2,2,2,84.3,4.2,87.4,83.6,1,High,High-Achiever
446,Female,Mumbai,Tier3,Civil,Embedded,No,Yes,5.3,5.07,5.2,5.26,4.74,4.88,5.14,5.25,5.19,59.5,1,2,1,0,0,57.8,3.5,37.2,28.3,1,Low,Below-Average
447,Female,Kolkata,Tier2,Civil,AI,No,Yes,6.12,7.32,7.46,6.62,7.08,7.0,6.59,6.16,6.78,65.8,1,1,2,0,1,50.4,3.7,94.3,42.2,0,Mid,Specialist
448,Male,Bangalore,Tier2,ECE,AI,Yes,Yes,7.12,7.77,6.92,6.74,6.79,7.08,6.8,7.89,7.17,69.5,0,1,1,3,0,65.2,2.7,56.5,59.8,1,Mid,Average
449,Male,Kochi,Tier1,ECE,AI,Yes,No,8.08,8.34,8.11,8.39,7.79,7.75,7.85,7.79,8.15,95.7,2,4,3,5,2,71.7,4.4,86.4,67.9,0,High,High-Achiever
450,Male,Mumbai,Tier2,IT,Networking,Yes,No,6.53,6.11,6.03,6.43,6.22,6.99,6.16,6.35,6.48,74.3,1,3,2,2,0,63.6,3.6,61.6,58.7,0,Low,Average
451,Male,Ahmedabad,Tier1,ECE,AI,No,No,7.66,7.52,7.49,7.96,7.9,6.89,7.71,7.99,7.68,94.4,2,5,2,4,2,85.0,4.2,87.2,75.4,0,Mid,High-Achiever
452,Female,Bangalore,Tier3,CS,AI,Yes,No,5.95,5.82,5.78,6.05,6.08,6.0,5.53,6.19,5.7,54.7,1,1,0,2,0,44.1,2.8,43.1,57.1,1,Low,Below-Average
453,Female,Kochi,Tier3,CS,DataScience,Yes,No,4.76,5.23,5.59,5.27,5.08,5.65,5.65,5.51,5.25,62.4,1,0,0,1,0,45.8,2.9,25.4,45.4,1,Low,Below-Average
454,Female,Hyderabad,Tier1,Civil,Networking,Yes,No,7.29,7.29,8.46,7.27,7.31,7.68,7.15,6.62,7.31,87.7,2,3,3,3,3,73.2,3.9,89.1,85.2,0,Mid,High-Achiever
455,Male,Bangalore,Tier1,EE,Embedded,Yes,Yes,8.34,8.29,8.23,9.03,7.57,8.07,7.73,8.49,8.23,79.5,2,3,2,3,1,76.1,4.1,81.4,80.1,1,High,High-Achiever
456,Female,Pune,Tier1,ECE,AI,Yes,No,8.33,8.67,7.38,8.36,7.66,7.71,9.08,7.58,8.05,95.1,4,5,2,3,0,90.5,4.7,87.5,74.3,1,High,High-Achiever
457,Female,Jaipur,Tier2,ECE,AI,No,Yes,7.38,7.3,7.6,7.58,7.54,7.68,7.28,6.92,7.26,68.8,2,3,0,3,1,60.7,2.7,90.5,56.6,1,Mid,Specialist
458,Female,Bangalore,Tier2,ECE,Embedded,Yes,Yes,6.0,5.95,5.68,6.07,5.98,6.18,5.45,6.2,5.98,81.0,2,3,2,2,0,57.0,3.0,53.0,67.8,1,Low,Average
459,Male,Pune,Tier3,Civil,Embedded,No,Yes,4.02,4.75,4.78,4.61,4.73,4.24,4.58,4.76,4.49,52.5,0,1,1,1,1,45.2,2.8,32.9,55.9,1,Low,Below-Average
460,Male,Pune,Tier2,EE,AI,No,No,7.65,7.69,7.45,8.07,7.12,7.27,7.23,7.23,7.67,73.7,0,2,1,2,0,52.2,2.9,65.9,60.9,0,Mid,Average
461,Female,Hyderabad,Tier2,EE,DataScience,Yes,No,8.56,7.84,7.72,7.73,7.9,7.93,8.09,8.17,7.81,68.1,2,3,1,1,0,56.9,2.6,57.3,48.8,0,Mid,Average
462,Female,Jaipur,Tier1,EE,Networking,No,No,8.4,8.01,8.11,8.5,8.06,8.45,7.61,8.13,8.13,94.2,2,3,2,4,0,88.2,4.1,88.6,66.0,0,High,High-Achiever
463,Female,Kolkata,Tier2,EE,Networking,No,Yes,5.47,4.62,5.83,5.77,5.82,5.02,5.71,5.11,5.49,72.8,1,2,2,1,0,58.6,4.2,83.6,51.1,1,Low,Specialist
464,Female,Mumbai,Tier2,ECE,AI,No,No,8.05,6.52,7.25,7.08,7.74,7.22,6.93,7.14,7.37,77.9,1,1,1,2,1,80.1,3.5,69.2,43.3,0,Mid,Average
465,Female,Ahmedabad,Tier2,Mechanical,Embedded,No,Yes,5.5,5.77,6.38,5.62,5.62,5.74,4.46,5.52,5.6,85.9,0,2,1,2,0,64.2,3.6,63.8,76.4,0,Low,Average
466,Male,Delhi,Tier3,Civil,DataScience,Yes,No,4.25,4.0,4.05,4.11,4.01,4.53,4.51,4.08,4.2,71.6,1,1,1,0,0,47.7,1.5,44.9,50.0,1,Low,Below-Average
467,Female,Pune,Tier2,ECE,DataScience,No,No,6.47,6.34,7.03,6.88,6.55,7.23,6.91,6.77,6.83,81.1,2,1,2,1,0,70.1,3.7,56.6,56.9,0,Mid,Average
468,Male,Bangalore,Tier2,IT,DataScience,Yes,Yes,7.03,6.85,6.88,7.69,8.19,7.39,7.45,7.03,7.24,57.2,1,3,1,4,0,33.3,3.3,86.9,41.7,1,Mid,Specialist
469,Male,Hyderabad,Tier1,Mechanical,Networking,Yes,No,8.94,8.66,8.02,7.92,7.36,8.88,8.73,7.79,8.28,84.5,2,4,3,3,2,81.2,3.9,90.3,85.2,0,High,High-Achiever
470,Male,Hyderabad,Tier2,CS,Networking,No,No,6.4,7.18,7.14,7.26,6.92,6.36,6.96,6.99,7.06,67.0,1,2,1,1,1,64.6,3.6,59.5,53.1,0,Mid,Average
471,Female,Kochi,Tier2,ECE,Networking,No,No,7.52,7.84,7.2,7.59,7.66,7.44,8.0,8.21,7.68,80.8,0,1,1,2,1,76.9,3.6,64.8,53.9,1,Mid,Average
472,Male,Kolkata,Tier2,Civil,AI,No,No,8.3,8.57,8.19,8.99,7.96,8.18,7.85,8.52,8.26,76.4,0,2,1,1,0,72.7,3.0,60.4,55.9,0,High,Average
473,Female,Bangalore,Tier1,Mechanical,DataScience,No,Yes,7.72,8.06,8.06,7.98,8.59,8.54,8.07,8.77,8.21,81.0,2,3,1,1,1,73.2,4.3,82.9,78.8,0,High,High-Achiever
474,Female,Kochi,Tier1,IT,Networking,Yes,No,8.37,8.42,7.57,8.7,9.61,8.96,8.51,8.54,8.49,87.1,2,4,3,3,1,87.5,4.7,94.1,82.3,1,High,High-Achiever
475,Female,Hyderabad,Tier1,ECE,Networking,No,No,9.34,9.6,9.8,9.05,9.29,9.69,9.63,9.18,9.41,80.5,2,4,3,2,1,78.4,4.1,90.4,86.3,0,High,High-Achiever
476,Female,Delhi,Tier2,Civil,Embedded,Yes,No,5.92,5.86,5.81,6.67,6.07,5.35,6.06,5.5,6.09,74.6,2,1,2,2,0,57.8,3.1,60.7,70.4,0,Low,Average
477,Female,Bangalore,Tier2,EE,DataScience,Yes,No,7.8,7.66,7.44,7.82,7.29,7.52,7.73,7.55,7.62,61.8,1,4,2,1,0,66.6,3.4,61.9,62.0,1,Mid,Average
478,Male,Hyderabad,Tier2,Civil,DataScience,No,No,6.74,6.0,6.23,6.15,6.84,5.6,5.87,6.15,6.39,79.2,2,2,2,2,0,63.4,3.9,53.7,70.2,0,Low,Average
479,Female,Pune,Tier2,Mechanical,AI,Yes,Yes,6.58,6.88,7.12,7.05,6.32,7.52,6.99,6.36,7.06,78.0,1,2,1,2,1,77.3,2.9,58.4,56.6,0,Mid,Average
480,Male,Chennai,Tier2,Mechanical,Embedded,Yes,No,7.05,7.32,6.95,7.11,6.25,7.26,6.17,6.68,6.85,90.3,1,1,1,0,0,67.7,3.8,62.8,47.4,1,Mid,Average
481,Male,Bangalore,Tier2,EE,DataScience,No,No,6.54,6.57,6.97,6.39,6.24,6.1,6.76,6.26,6.43,81.8,1,3,1,2,1,66.6,3.2,67.7,56.6,0,Low,Average
482,Male,Jaipur,Tier1,CS,Embedded,No,No,8.16,7.78,7.71,7.9,8.43,7.75,7.85,7.81,8.01,85.9,3,3,5,3,1,85.4,4.3,87.2,72.4,0,High,High-Achiever
483,Male,Pune,Tier2,IT,Embedded,No,No,7.32,8.02,7.82,6.79,6.8,7.43,6.81,7.19,7.17,81.5,1,2,2,3,0,73.7,3.2,50.0,56.9,1,Mid,Average
484,Female,Chennai,Tier2,CS,Networking,No,No,6.88,7.44,7.44,7.67,7.47,7.99,7.26,7.49,7.6,63.8,1,1,2,2,0,71.3,3.2,68.8,54.3,1,Mid,Average
485,Male,Delhi,Tier1,ECE,Embedded,No,No,8.17,8.19,7.99,8.42,8.04,8.29,8.87,7.98,8.44,83.2,1,3,4,4,0,88.5,4.8,81.4,74.8,1,High,High-Achiever
486,Female,Jaipur,Tier2,IT,Networking,No,No,7.37,6.79,7.6,7.87,6.56,7.95,6.94,6.86,7.04,77.7,0,2,2,1,1,69.9,2.8,51.1,67.0,0,Mid,Average
487,Male,Chennai,Tier2,EE,DataScience,Yes,No,7.38,7.05,7.34,7.04,7.04,7.51,6.59,7.98,7.34,57.7,2,2,1,1,0,66.3,3.7,72.0,75.7,1,Mid,Average
488,Male,Kolkata,Tier1,ECE,Embedded,No,No,8.86,8.46,7.89,8.08,7.76,8.68,7.85,8.05,8.01,87.8,1,3,2,3,1,87.4,4.9,92.2,65.9,1,High,High-Achiever
489,Male,Mumbai,Tier2,Civil,Embedded,Yes,No,7.16,6.88,7.3,7.17,7.84,7.11,7.33,7.87,7.44,66.8,2,1,1,2,1,64.3,3.8,62.4,51.7,1,Mid,Average
490,Male,Kolkata,Tier2,Mechanical,Embedded,Yes,No,7.63,8.62,7.34,7.94,7.28,7.2,7.21,7.23,7.49,75.8,2,1,2,3,1,65.3,2.8,66.4,55.7,0,Mid,Average
491,Female,Kochi,Tier3,IT,DataScience,No,No,6.95,7.33,7.08,7.42,7.7,6.77,7.54,7.49,7.32,49.2,0,1,1,1,0,63.5,2.0,49.7,51.7,0,Mid,Below-Average
492,Male,Bangalore,Tier2,ECE,AI,No,No,6.91,6.87,6.96,6.72,7.09,7.06,6.38,6.71,6.77,78.4,1,2,1,1,0,78.0,3.1,72.6,60.4,0,Mid,Average
493,Male,Mumbai,Tier3,ECE,DataScience,Yes,Yes,4.93,4.97,4.97,4.93,5.05,4.54,5.24,5.25,5.18,60.2,1,1,0,0,0,47.9,2.9,49.3,36.8,0,Low,Below-Average
494,Female,Bangalore,Tier2,CS,Networking,Yes,No,7.39,7.73,7.29,7.7,7.45,7.57,7.11,7.05,7.46,86.2,2,3,2,3,1,61.4,3.6,48.1,67.7,0,Mid,Average
495,Male,Jaipur,Tier3,Mechanical,Networking,Yes,Yes,6.44,5.84,6.57,5.51,6.03,6.42,6.3,5.67,6.07,60.1,0,1,0,1,0,61.2,2.0,62.1,53.6,0,Low,Below-Average
496,Female,Kolkata,Tier2,CS,Networking,Yes,No,6.63,7.02,6.45,6.59,7.02,6.81,6.52,6.81,6.68,68.9,1,2,1,2,0,71.4,3.1,69.6,61.8,1,Mid,Average
497,Male,Kolkata,Tier2,Mechanical,DataScience,Yes,No,6.91,6.32,6.44,6.61,6.2,6.48,6.7,7.27,6.76,73.0,1,2,0,3,0,67.5,3.1,55.4,55.5,0,Mid,Average
498,Male,Ahmedabad,Tier2,ECE,DataScience,No,No,7.36,6.83,6.56,6.76,7.29,6.96,7.0,7.41,7.32,64.2,1,0,1,1,0,62.4,3.4,50.7,64.2,1,Mid,Average
499,Male,Kolkata,Tier2,ECE,Embedded,No,Yes,6.62,6.13,6.14,6.73,6.78,6.45,6.66,6.78,6.5,78.2,1,2,2,0,0,67.7,4.5,64.5,60.1,1,Mid,Average
500,Female,Mumbai,Tier2,CS,DataScience,Yes,No,5.95,6.92,7.18,7.34,6.99,6.54,6.95,7.08,6.75,79.7,1,2,2,1,0,64.8,3.0,57.5,60.1,0,Mid,Average
501,Male,Mumbai,Tier3,EE,Embedded,Yes,No,5.69,6.21,5.63,5.49,5.89,5.7,5.37,5.21,5.56,84.7,1,0,1,1,0,42.0,2.2,45.3,38.9,0,Low,Below-Average
502,Female,Jaipur,Tier3,Mechanical,Networking,No,No,6.44,5.95,6.25,5.86,6.42,6.88,6.44,6.58,6.2,53.8,0,1,1,1,0,49.2,2.1,49.4,53.2,1,Low,Below-Average
503,Female,Kochi,Tier2,ECE,DataScience,No,No,5.74,5.96,5.49,5.66,5.22,5.42,5.84,5.5,5.52,67.6,0,3,2,1,1,62.7,3.6,80.5,58.0,0,Low,Specialist
504,Male,Delhi,Tier2,IT,AI,No,No,5.95,5.47,5.89,5.88,5.78,6.27,6.3,5.8,5.89,70.4,0,1,1,3,0,62.0,3.5,50.0,70.3,0,Low,Average
505,Male,Mumbai,Tier2,Civil,Embedded,No,No,5.67,6.19,6.3,5.95,5.67,5.86,6.12,6.07,5.85,76.7,1,1,2,2,1,72.2,3.1,63.5,72.7,0,Low,Average
506,Male,Delhi,Tier3,ECE,Networking,No,No,4.85,4.05,4.71,4.56,4.73,4.48,4.89,5.25,4.62,63.8,0,2,0,1,0,59.6,2.6,36.7,48.6,0,Low,Below-Average
507,Female,Kochi,Tier2,EE,Embedded,Yes,No,6.1,6.27,5.59,6.01,6.61,5.83,6.31,6.69,6.21,74.6,1,1,2,2,1,72.8,3.1,61.3,57.9,1,Low,Average
508,Female,Mumbai,Tier3,Mechanical,Embedded,No,Yes,5.21,5.48,5.41,5.31,5.4,5.31,4.88,4.96,5.39,70.9,0,1,0,0,0,45.5,3.0,28.6,54.4,0,Low,Below-Average
509,Male,Kolkata,Tier2,EE,Embedded,No,No,6.48,6.64,6.07,6.39,6.44,6.15,6.57,6.0,6.29,70.1,2,1,3,2,0,71.0,4.8,57.7,65.7,0,Low,Average
510,Female,Pune,Tier1,EE,Embedded,No,No,8.37,8.0,8.4,7.83,8.23,8.72,8.16,7.84,8.15,92.9,1,3,3,4,0,80.5,4.4,87.0,96.2,1,High,High-Achiever
511,Female,Mumbai,Tier1,Mechanical,Networking,No,No,8.24,7.85,8.67,8.12,7.74,8.19,8.3,7.94,8.11,90.7,2,3,2,4,1,72.6,4.2,86.2,80.2,1,High,High-Achiever
512,Female,Hyderabad,Tier3,Civil,AI,No,No,5.43,4.74,5.61,5.39,5.36,5.85,5.31,5.47,5.19,59.9,0,0,0,1,0,54.1,2.4,34.1,51.0,0,Low,Below-Average
513,Female,Delhi,Tier1,Mechanical,Networking,Yes,No,9.02,8.83,9.36,9.15,8.88,8.94,8.93,9.31,9.16,86.4,3,4,3,3,0,80.9,3.7,73.8,80.0,0,High,High-Achiever
514,Female,Kolkata,Tier1,Civil,AI,No,No,9.0,9.28,9.4,8.63,8.54,8.8,9.14,8.44,8.83,100.0,2,5,2,2,1,95.6,4.5,82.1,77.3,0,High,High-Achiever
515,Male,Kolkata,Tier2,IT,Networking,No,No,6.98,7.13,7.18,7.58,7.66,6.67,7.4,7.09,7.01,68.5,3,3,2,2,0,76.7,3.8,65.0,59.9,0,Mid,Average
516,Male,Chennai,Tier1,IT,Networking,Yes,Yes,7.81,7.92,8.53,8.34,8.92,7.66,8.39,8.27,8.27,89.5,3,4,2,2,2,84.3,4.0,84.8,80.1,1,High,High-Achiever
517,Female,Hyderabad,Tier2,CS,Embedded,No,Yes,6.65,7.2,6.32,6.44,6.73,6.54,6.89,6.56,6.74,69.0,2,1,3,3,1,67.0,4.1,55.4,66.2,0,Mid,Average
518,Male,Hyderabad,Tier3,CS,AI,No,No,5.65,5.66,6.97,5.27,5.95,5.78,5.4,4.9,5.73,77.9,0,1,1,1,0,49.5,2.8,45.0,55.5,1,Low,Below-Average
519,Female,Ahmedabad,Tier1,ECE,AI,No,No,8.75,9.01,8.74,8.18,8.56,8.64,8.34,9.69,8.79,92.4,2,4,4,2,0,74.0,4.5,92.5,80.2,0,High,High-Achiever
520,Male,Chennai,Tier3,Civil,Embedded,No,No,4.21,4.71,4.75,4.62,4.74,4.73,5.05,4.81,4.86,53.2,1,2,1,1,0,32.3,3.0,44.1,39.4,0,Low,Below-Average
521,Male,Hyderabad,Tier3,CS,AI,No,Yes,6.01,5.87,5.36,5.27,5.46,5.79,5.12,6.12,5.53,65.1,1,2,0,1,1,40.1,2.7,25.7,40.7,0,Low,Below-Average
522,Male,Delhi,Tier2,EE,Networking,No,No,5.84,6.06,6.45,6.01,6.39,6.16,6.24,5.69,5.78,77.1,2,3,3,3,0,64.6,3.0,61.8,51.4,1,Low,Average
523,Male,Jaipur,Tier1,Mechanical,Embedded,No,No,7.81,8.75,8.4,8.65,8.8,8.5,8.54,8.31,8.61,85.4,2,4,3,2,0,67.4,4.1,96.3,89.6,1,High,High-Achiever
524,Female,Bangalore,Tier2,Civil,AI,Yes,No,6.89,7.2,7.64,7.66,7.1,7.61,7.62,7.53,7.46,81.1,1,4,2,0,0,60.6,3.9,48.4,57.7,0,Mid,Average
525,Male,Ahmedabad,Tier1,Mechanical,AI,No,No,8.71,8.97,8.15,8.12,8.02,8.39,8.62,8.23,8.36,89.9,3,4,3,3,2,78.5,4.0,82.2,84.8,1,High,High-Achiever
526,Female,Delhi,Tier2,CS,DataScience,No,No,8.44,8.78,8.01,7.61,7.39,8.15,9.01,8.41,8.09,76.7,2,2,1,0,0,63.3,3.7,58.0,64.2,0,High,Average
527,Female,Ahmedabad,Tier2,CS,DataScience,Yes,Yes,4.86,5.26,5.67,5.74,6.02,5.16,5.86,4.94,5.3,69.6,1,3,0,2,2,53.4,2.4,85.8,58.6,1,Low,Specialist
528,Male,Bangalore,Tier2,Civil,Networking,No,No,6.0,6.23,6.39,5.85,5.82,5.96,5.65,6.28,6.17,73.9,0,2,1,3,1,56.6,3.7,86.6,53.6,0,Low,Specialist
529,Male,Bangalore,Tier3,CS,DataScience,Yes,No,5.38,5.48,5.53,5.56,5.86,5.37,6.12,5.58,5.47,62.3,0,1,2,2,0,63.5,3.0,53.4,36.1,0,Low,Below-Average
530,Male,Hyderabad,Tier2,Civil,AI,Yes,No,6.44,6.65,7.19,6.69,7.03,6.71,6.34,7.18,6.94,75.5,2,0,2,1,0,70.3,2.9,60.8,54.3,1,Mid,Average
